episode/Q-Error,episode/Return,epoch,step,training_epoch_average
0.0008228667020925089,,0,49,
0.0005959639172190929,,0,99,
0.0007941678632050753,,0,149,
0.018694636222308502,,0,199,
0.03576941043138504,,0,249,
0.018499512374384422,,0,299,
0.0006475384579971433,,0,349,
0.00044551563155210294,,0,399,
0.018021630123257637,,0,449,
0.0005564621018899578,,0,499,
0.017958026379346848,,0,549,
0.000590164590108614,,0,599,
0.016247265616026196,,0,649,
0.0005303490876345581,,0,699,
0.018957262858748436,,0,749,
0.0006988674867898226,,0,799,
0.0005312173161655664,,0,849,
0.017161009833216667,,0,899,
0.014781385961541669,,0,949,
0.0004998327349312603,,0,999,
0.0004428359679877758,,0,1049,
0.01816580792231193,,0,1099,
0.001003504847176373,,0,1149,
0.000528807460796088,,0,1199,
0.017251941266644626,,0,1249,
0.018152917750818863,,0,1299,
0.018115650862455368,,0,1349,
0.0010535558728301958,,0,1399,
0.0008093889337033033,,0,1449,
0.01829530149045571,,0,1499,
0.0003181316424161196,,0,1549,
0.0003930474049411714,,0,1599,
0.0006702268728986382,,0,1649,
0.0006119320418449799,,0,1699,
0.03364154323935509,,0,1749,
0.0006218171329237521,,0,1799,
0.0004491065628826618,,0,1849,
0.017867837145421516,,0,1899,
0.0005065839504823089,,0,1949,
0.0014346702955663204,,0,1999,
0.0003596121949003804,,0,2049,
0.0005517848540623148,,0,2099,
0.0006209451239556074,,0,2149,
0.0003940585183341597,,0,2199,
0.035675302147865295,,0,2249,
0.01682487295493454,,0,2299,
0.017807915806770325,,0,2349,
0.018352434662115846,,0,2399,
0.0003458127030171454,,0,2449,
0.015368772646401435,,0,2499,
0.01060172671880052,,0,2549,
0.0003845187560484684,,0,2599,
0.0010853906237901865,,0,2649,
0.03331085142421574,,0,2699,
0.0003560278273653239,,0,2749,
0.015781927103369692,,0,2799,
0.017643507570028305,,0,2849,
0.007775479461997747,,0,2899,
0.0006409703927400812,,0,2949,
0.0002949289046227932,,0,2999,
0.001268116757273674,,0,3049,
0.0008614897960796952,,0,3099,
0.018265663040380062,,0,3149,
0.0012493832307666633,,0,3199,
0.014991303557509335,,0,3249,
0.0003729538875631988,,0,3299,
0.019493628293275833,,0,3349,
0.0071539204519592454,,0,3399,
0.0007488169358111918,,0,3449,
0.0011523480774563784,,0,3499,
0.0009280762045810925,,0,3549,
0.013879829086363316,,0,3599,
0.014504708586828277,,0,3649,
0.0013593740295618773,,0,3699,
0.01700818610897768,,0,3749,
0.010334930776674238,,0,3799,
0.013869324368441136,,0,3849,
0.01802877911799928,,0,3899,
0.0002748145197983831,,0,3949,
0.00042049991274032545,,0,3999,
0.02475868910551071,,0,4049,
0.0011381462682038546,,0,4099,
0.0012351763434708118,,0,4149,
0.02139575406908989,,0,4199,
0.0005112014478072524,,0,4249,
0.0021461664743208982,,0,4299,
0.024999143555760384,,0,4349,
0.0003192066214978695,,0,4399,
0.00038440129719674587,,0,4449,
0.00030329436413012445,,0,4499,
0.01844378374516964,,0,4549,
0.001008070190437138,,0,4599,
0.0002711014822125435,,0,4649,
0.0005022786790505052,,0,4699,
0.0004365749773569405,,0,4749,
0.008630570334500745,,0,4799,
0.031170323491096497,,0,4849,
0.00021859311505668363,,0,4899,
0.0022451441800335507,,0,4949,
0.0003987691585110502,,0,4999,
0.01275271363556385,,0,5049,
0.01953690742827672,,0,5099,
0.01849012027301662,,0,5149,
0.00030281277138913883,,0,5199,
0.018068275195861787,,0,5249,
0.001158584957011044,,0,5299,
0.0014271290812836776,,0,5349,
0.0004593062913045287,,0,5399,
0.00034217609209008515,,0,5449,
0.016991306096315384,,0,5499,
0.006663986016064882,,0,5549,
0.011199012693271001,,0,5599,
0.012819870336300396,,0,5649,
0.005370757801722637,,0,5699,
0.031240289092761726,,0,5749,
0.00017913048758207677,,0,5799,
0.0025708696339279413,,0,5849,
0.017189843580126762,,0,5899,
0.0051771244034171104,,0,5949,
0.000445217068772763,,0,5999,
0.04969675838947296,,0,6049,
0.0008192913373932242,,0,6099,
0.01669117994606495,,0,6149,
0.0003378087196466293,,0,6199,
0.018853239715099335,,0,6249,
0.018370793426721287,,0,6299,
0.017775919288396835,,0,6349,
0.000256928033195436,,0,6399,
0.0004638833343051374,,0,6449,
0.0011997567489743233,,0,6499,
0.001451775865269963,,0,6549,
0.0015145516703752588,,0,6599,
0.000406759906144241,,0,6649,
0.00036648265086114407,,0,6699,
