episode/Q-Error,episode/Return,epoch,step,training_epoch_average
0.054494086652994156,,0,49,
0.06492642630308476,,0,99,
0.061692086836807165,,0,149,
0.0642057488416131,,0,199,
0.04285350814461708,,0,249,
0.0738174319267273,,0,299,
0.04703202098608017,,0,349,
0.04617420956492424,,0,399,
0.08266425413103828,,0,449,
0.04454937129750612,,0,499,
0.08382735358662316,,0,549,
0.07576750218868256,,0,599,
0.045198697596788406,,0,649,
0.05653870698043675,,0,699,
0.03474696615339419,,0,749,
0.07237624892755543,,0,799,
0.03734190431043062,,0,849,
0.05493666269876172,,0,899,
0.08501183796780193,,0,949,
0.06091223490333089,,0,999,
0.037760816514492035,,0,1049,
0.04200999074873987,,0,1099,
0.03622226417064667,,0,1149,
0.04099006950855255,,0,1199,
0.03394101932644844,,0,1249,
0.053339646754815624,,0,1299,
0.04869086367854876,,0,1349,
0.03128618069752543,,0,1399,
0.03615058958530426,,0,1449,
0.03845953196287155,,0,1499,
0.0940587255019576,,0,1549,
0.03778115659952164,,0,1599,
0.05087898699581581,,0,1649,
0.05658937666708018,,0,1699,
0.07780992984771729,,0,1749,
0.057195257395505905,,0,1799,
0.055122547722826445,,0,1849,
0.05217061672390694,,0,1899,
0.059668004512786865,,0,1949,
0.07487450540065765,,0,1999,
0.02883618179159513,,0,2049,
0.03278455703909172,,0,2099,
0.03258194774389267,,0,2149,
0.038249608129262924,,0,2199,
0.053372553954336176,,0,2249,
0.032844054697025685,,0,2299,
0.035487715154886246,,0,2349,
0.03295604993978167,,0,2399,
0.03311312198638916,,0,2449,
0.04678372168887973,,0,2499,
0.03880012958234874,,0,2549,
0.03613262114317993,,0,2599,
0.03180200972279665,,0,2649,
0.03983916714787483,,0,2699,
0.05251952260732651,,0,2749,
0.031923115253448486,,0,2799,
0.0343813035020399,,0,2849,
0.03740688978540846,,0,2899,
0.033499523997306824,,0,2949,
0.035412083611838875,,0,2999,
0.051481426668522484,,0,3049,
0.03416408037104153,,0,3099,
0.03225932642817497,,0,3149,
0.0374682212889513,,0,3199,
0.03303202614188194,,0,3249,
0.033523732174862764,,0,3299,
0.03550016577127112,,0,3349,
0.03749206867512543,,0,3399,
0.05949680625904462,,0,3449,
0.034426461409648314,,0,3499,
0.04909445345401764,,0,3549,
0.034079819997769246,,0,3599,
0.034622058272361755,,0,3649,
0.06976491432082223,,0,3699,
0.05507157742977142,,0,3749,
0.03701627627015114,,0,3799,
0.06546974927186966,,0,3849,
0.03927474096417427,,0,3899,
0.05225692689418793,,0,3949,
0.028141632676124573,,0,3999,
0.06793332099914551,,0,4049,
0.029525492130724168,,0,4099,
0.03947858512401581,,0,4149,
,-118.5,0,4159,0.046743395632320536
0.0341741181910038,,1,4199,
0.033355094492435455,,1,4249,
0.030345626175403595,,1,4299,
0.0588921457529068,,1,4349,
0.04091835352828964,,1,4399,
0.05571853742003441,,1,4449,
0.052527375519275665,,1,4499,
0.0736350730070307,,1,4549,
0.031563170570294875,,1,4599,
0.037547849118709564,,1,4649,
0.030342458343312367,,1,4699,
0.03789825253250227,,1,4749,
0.03671911358833313,,1,4799,
0.05308068716852983,,1,4849,
0.0295634176582098,,1,4899,
0.05021112528041444,,1,4949,
0.05280135556645657,,1,4999,
0.034762843516974624,,1,5049,
0.032696277488864486,,1,5099,
0.05257990211248398,,1,5149,
0.05192159304536555,,1,5199,
0.05308939516544342,,1,5249,
0.03492526710033417,,1,5299,
0.030047188775790427,,1,5349,
0.0759209325759958,,1,5399,
0.05698756128549576,,1,5449,
0.047350794076919556,,1,5499,
0.0721287876367569,,1,5549,
0.04963303563605685,,1,5599,
0.03569646552205086,,1,5649,
0.03549256215369204,,1,5699,
0.03240248657878042,,1,5749,
0.030749164171976533,,1,5799,
0.027771446460211575,,1,5849,
0.07075753808021545,,1,5899,
0.03231742978096008,,1,5949,
0.06984243047793093,,1,5999,
0.029307939112186432,,1,6049,
0.02949032633317826,,1,6099,
0.05104248970746994,,1,6149,
0.04986333532119179,,1,6199,
0.02719323497427263,,1,6249,
0.07724758699791655,,1,6299,
0.027536162361622617,,1,6349,
0.05214536306133208,,1,6399,
0.03377550467848778,,1,6449,
0.04464003228925208,,1,6499,
0.03099074959754944,,1,6549,
0.05211200521856777,,1,6599,
0.05005064606666565,,1,6649,
0.028665942480704226,,1,6699,
0.07133825276514275,,1,6749,
0.05117053538560867,,1,6799,
0.029027247187254482,,1,6849,
0.04995588548392952,,1,6899,
0.030101416919262235,,1,6949,
0.04703502078588138,,1,6999,
0.02307681366801262,,1,7049,
0.03601530194282532,,1,7099,
0.051863983273506165,,1,7149,
0.05066079646348953,,1,7199,
0.029560335253373825,,1,7249,
0.033881308465046465,,1,7299,
0.05082202946170493,,1,7349,
0.05094098689868441,,1,7399,
0.030733805149793625,,1,7449,
0.045749396085739136,,1,7499,
0.028588321214780346,,1,7549,
0.027460850775241852,,1,7599,
0.02678680047392845,,1,7649,
0.028814019345591597,,1,7699,
0.08480038774248166,,1,7749,
0.0508569561089749,,1,7799,
0.04699106356268159,,1,7849,
0.03235844895243645,,1,7899,
0.029472552239894867,,1,7949,
0.04761808545236488,,1,7999,
0.029066327959299088,,1,8049,
0.028156004688880673,,1,8099,
0.02718931176730238,,1,8149,
0.028188539541382847,,1,8199,
0.027941690406995623,,1,8249,
0.06715308129787445,,1,8299,
,-74.5,1,8319,0.04258103712836329
0.029626464920665646,,2,8349,
0.06808344274759293,,2,8399,
0.04908763375727185,,2,8449,
0.07110728699053584,,2,8499,
0.028310131281614304,,2,8549,
0.026217684208759837,,2,8599,
0.028061157644481766,,2,8649,
0.027181539684534073,,2,8699,
0.03026563674211502,,2,8749,
0.046669379861986354,,2,8799,
0.031873543976053006,,2,8849,
0.04636113493783061,,2,8899,
0.027263828631312773,,2,8949,
0.046550572836279516,,2,8999,
0.0295334279649757,,2,9049,
0.02180547788162225,,2,9099,
0.024896826595067978,,2,9149,
0.0470538712386788,,2,9199,
0.04427500069141388,,2,9249,
0.05095193156555344,,2,9299,
0.05331343247871934,,2,9349,
0.05011797323822975,,2,9399,
0.045975779017429885,,2,9449,
0.03250252455472946,,2,9499,
0.06463299226881983,,2,9549,
0.029989296947766045,,2,9599,
0.04749355465173721,,2,9649,
0.0285422895103693,,2,9699,
0.02471628516895552,,2,9749,
0.025088404029711003,,2,9799,
0.023892197757959366,,2,9849,
0.0317337879593239,,2,9899,
0.0468744006353658,,2,9949,
0.049312768374680425,,2,9999,
0.08239219337701797,,2,10049,
0.023951549157729596,,2,10099,
0.031127823147590383,,2,10149,
0.0471324622631073,,2,10199,
0.041963364895095175,,2,10249,
0.028580021930312137,,2,10299,
0.025605589151382446,,2,10349,
0.026986141118938697,,2,10399,
0.029242776936574205,,2,10449,
0.02907630428671837,,2,10499,
0.06638860702514648,,2,10549,
0.023554766550660133,,2,10599,
0.025620736181735992,,2,10649,
0.027256835912862067,,2,10699,
0.06662308295574197,,2,10749,
0.047360268960584526,,2,10799,
0.044075531824950616,,2,10849,
0.045037705451250076,,2,10899,
0.022993383929133415,,2,10949,
0.021653493866324425,,2,10999,
0.02659185603260994,,2,11049,
0.02522166073322296,,2,11099,
0.02228146028523232,,2,11149,
0.024969531684470476,,2,11199,
0.026676541194319725,,2,11249,
0.025048611833760198,,2,11299,
0.024214889854192734,,2,11349,
0.04487629607319832,,2,11399,
0.06959827636755485,,2,11449,
0.023867838084697723,,2,11499,
0.060767821967601776,,2,11549,
0.02253795973956585,,2,11599,
0.02532779797911644,,2,11649,
0.021170607090126907,,2,11699,
0.02187533398013114,,2,11749,
0.023207800654498525,,2,11799,
0.024613037705421448,,2,11849,
0.024058838530711578,,2,11899,
0.03938497876239675,,2,11949,
0.025956323475946286,,2,11999,
0.04337406903505325,,2,12049,
0.03818450993468698,,2,12099,
0.04342857003211975,,2,12149,
0.04629935696721077,,2,12199,
0.04018492251634598,,2,12249,
0.10316311568021774,,2,12299,
0.021711925096936254,,2,12349,
0.06395845258462321,,2,12399,
0.022753432393074036,,2,12449,
,-49.5,2,12479,0.037082449834237696
0.06431979685224402,,3,12499,
0.06063037291941703,,3,12549,
0.018481571227312088,,3,12599,
0.02544705756008625,,3,12649,
0.05963498059040366,,3,12699,
0.02653155810688832,,3,12749,
0.043181518996319654,,3,12799,
0.023690447754086918,,3,12849,
0.05240877335618591,,3,12899,
0.019205082659745024,,3,12949,
0.041857995092868805,,3,12999,
0.062379941834727164,,3,13049,
0.06048254668712616,,3,13099,
0.017806277407295665,,3,13149,
0.01874367447173035,,3,13199,
0.03941507105054435,,3,13249,
0.01713425447302796,,3,13299,
0.04620065540075302,,3,13349,
0.043058089911937714,,3,13399,
0.017681246845499238,,3,13449,
0.0400607477992792,,3,13499,
0.020402579405579387,,3,13549,
0.02099189568147161,,3,13599,
0.017517759402690514,,3,13649,
0.020041443407535553,,3,13699,
0.02229917235672474,,3,13749,
0.03557400405406952,,3,13799,
0.04321594163775444,,3,13849,
0.01526128500699997,,3,13899,
0.035970669239759445,,3,13949,
0.04180681493893627,,3,13999,
0.022271327674388885,,3,14049,
0.021098561004479953,,3,14099,
0.022293947637081146,,3,14149,
0.02304405904278856,,3,14199,
0.0381714329123497,,3,14249,
0.01746601923028679,,3,14299,
0.058574117720127106,,3,14349,
0.03664044017862042,,3,14399,
0.03756368160247803,,3,14449,
0.02076239114655035,,3,14499,
0.01734209433197975,,3,14549,
0.03418310398728511,,3,14599,
