episode/Q-Error,epoch,step
0.08629953861236572,0,49
0.05279148370027542,0,99
0.07787587825868646,0,149
0.05582539264170186,0,199
0.04422554541387702,0,249
0.06257403474189055,0,299
0.02779515875555345,0,349
0.055682452096921985,0,399
0.06812731804373331,0,449
0.07703836880233347,0,499
0.05886641200432095,0,549
0.058488970751279734,0,599
